image,target
frame_97_0.png,4
frame_97_1.png,4
frame_97_2.png,4
frame_97_3.png,4
frame_97_4.png,4
frame_97_5.png,4
frame_97_6.png,2
frame_97_7.png,0
frame_97_8.png,0
frame_97_9.png,2
frame_97_10.png,0
frame_97_11.png,0
frame_97_12.png,0
frame_97_13.png,0
frame_97_14.png,0
frame_97_15.png,1
frame_97_16.png,0
frame_97_17.png,0
frame_97_18.png,0
frame_97_19.png,0
frame_97_20.png,2
frame_97_21.png,3
frame_97_22.png,2
frame_97_23.png,2
frame_97_24.png,0
frame_97_25.png,3
frame_97_26.png,3
frame_97_27.png,3
frame_97_28.png,3
frame_97_29.png,2
frame_97_30.png,4
frame_97_31.png,4
frame_97_32.png,0
frame_97_33.png,1
